DEPTH,NPHI,RHOB,GR,RT,PEF,CALI,DT
3915.6,0.1179,2.5527,29.4251,2.9371,6.2424,8.6057,69.00062301833665
3915.7,0.1163,2.5629,29.3162,3.2308,6.2894,8.6058,68.64274912621298
3915.8,0.1132,2.5753,28.6377,3.5125,6.3365,8.6382,67.53300732843343
3915.9,0.1145,2.5857,27.9213,3.7477,6.3956,8.6057,67.92985668606936
3916.0,0.1136,2.5889,30.4084,3.73,6.4569,8.6057,68.23343551906702
3916.1,0.1097,2.5835,30.3381,3.8455,6.5026,8.6058,68.20711930293707
3916.2,0.106,2.5768,29.6762,4.2856,6.517,8.6383,68.19217056213023
3916.3,0.0994,2.578,27.5821,5.6211,6.492,8.6382,66.73006908843703
3916.4,0.0932,2.5892,26.0613,6.186,6.4292,8.6057,65.90799891988033
3916.5,0.0857,2.603,25.7286,6.7184,6.3459,8.6057,66.10718040259952
3916.6,0.0805,2.6108,23.7992,7.2035,6.2835,8.6057,65.52085248261179
3916.7,0.0765,2.612,22.9508,7.6229,6.2657,8.6057,64.86663374909091
3916.8,0.0728,2.6117,24.556,8.1166,6.2931,8.6057,65.34318814048707
3916.9,0.0709,2.6138,21.9903,8.6971,6.3297,8.6057,64.5601810513742
3917.0,0.0733,2.6157,21.7127,9.3871,6.3106,8.6057,64.351269707589
3917.1,0.0813,2.6066,20.8643,10.2705,6.1892,8.6056,63.581811969574844
3917.2,0.0962,2.5781,20.0721,11.4636,5.9938,8.5569,62.41575952828825
3917.3,0.1081,2.5344,21.4005,11.9427,5.814,8.5569,62.56682946507366
3917.4,0.1181,2.4872,22.4668,12.1989,5.7194,8.5569,62.84326984151698
3917.5,0.1263,2.4482,20.6375,12.4486,5.7101,8.5569,65.55239220605637
3917.6,0.134,2.4234,21.5875,12.4629,5.7455,8.5569,65.65474669474247
3917.7,0.1406,2.4118,21.1201,12.319,5.7881,8.5569,66.85101819734918
3917.8,0.1452,2.4072,20.562,12.0863,5.825,8.5569,66.84090284670337
