DEPTH,NPHI,RHOB,GR,RT,PEF,CALI,DT
3428.8,0.307,2.527,94.178,2.19,6.3,8.625,99.84075070281169
3428.9,0.308,2.527,93.295,2.228,6.279,8.625,99.78274189616927
3429.0,0.306,2.527,89.502,2.204,6.294,8.625,99.8551164768814
3429.1,0.3,2.527,88.214,2.229,6.319,8.625,98.62878312923992
3429.2,0.293,2.525,87.288,2.163,6.336,8.625,97.8700230978898
3429.3,0.29,2.522,89.526,2.15,6.329,8.625,96.97870229002669
3429.4,0.288,2.521,91.126,2.152,6.303,8.625,96.33374885603747
3429.5,0.285,2.52,90.547,2.145,6.272,8.625,96.50954316472787
3429.6,0.281,2.52,90.7,2.153,6.26,8.625,95.76473404694332
3429.7,0.277,2.522,86.861,2.139,6.284,8.625,95.1982391409676
3429.8,0.276,2.523,86.679,2.129,6.336,8.625,95.33508284730581
3429.9,0.278,2.523,88.139,2.083,6.398,8.625,95.40706865652248
3430.0,0.281,2.521,91.576,2.111,6.455,8.625,95.75825409121734
3430.1,0.284,2.521,93.444,2.084,6.498,8.625,96.35245713134839
3430.2,0.286,2.52,94.558,2.115,6.508,8.625,96.6009883776047
3430.3,0.288,2.519,93.334,2.092,6.475,8.625,96.45965494570373
3430.4,0.29,2.517,91.904,2.119,6.422,8.625,97.55237426542519
3430.5,0.292,2.516,93.702,2.102,6.374,8.625,98.69878406323566
3430.6,0.295,2.518,93.291,2.018,6.357,8.625,98.16717407253493
3430.7,0.295,2.521,94.844,1.926,6.386,8.625,98.01788950498148
3430.8,0.294,2.523,96.971,1.88,6.445,8.625,98.083816057798
3430.9,0.296,2.524,97.326,1.988,6.503,8.625,98.76246060338782
3431.0,0.299,2.521,97.384,1.998,6.517,8.625,99.36683199831265
3431.1,0.302,2.518,96.521,2.045,6.476,8.625,99.45076954159842
3431.2,0.304,2.515,96.343,2.001,6.407,8.625,99.97054482094546
3431.3,0.308,2.514,97.448,2.045,6.356,8.625,100.477527087548
3431.4,0.31,2.513,98.334,1.975,6.348,8.578,98.72357888723329
3431.5,0.312,2.512,98.82,2.025,6.372,8.578,99.08490780326103
3431.6,0.309,2.511,100.96,2.046,6.404,8.625,101.14060807026176
3431.7,0.306,2.511,100.342,2.122,6.409,8.625,101.15287577528977
3431.8,0.301,2.508,103.21,2.215,6.358,8.625,100.58895267243436
3431.9,0.294,2.504,105.254,2.269,6.255,8.625,98.73334592811261
3432.0,0.289,2.5,104.458,2.315,6.139,8.625,96.89911346583007
3432.1,0.287,2.498,105.6,2.311,6.062,8.625,97.00251420833922
3432.2,0.29,2.498,104.314,2.299,6.044,8.625,97.47800092447632
3432.3,0.294,2.503,106.276,2.24,6.077,8.625,98.7456303453887
3432.4,0.298,2.51,105.091,2.228,6.161,8.625,99.55623275443939
3432.5,0.299,2.52,103.132,2.135,6.313,8.625,99.84316289719115
3432.6,0.3,2.531,102.308,2.112,6.542,8.625,99.58923761928446
3432.7,0.301,2.544,107.201,2.099,6.812,8.625,97.33834974760191
3432.8,0.302,2.557,106.466,2.055,7.035,8.625,97.44768363163769
3432.9,0.302,2.567,104.323,2.047,7.133,8.625,96.77210047057294
3433.0,0.303,2.572,103.582,1.972,7.088,8.625,96.22267453317153
3433.1,0.303,2.571,99.832,1.892,6.961,8.625,96.25634711113051
3433.2,0.302,2.565,96.866,1.882,6.848,8.672,96.99691216641145
3433.3,0.302,2.555,93.241,1.879,6.813,8.672,97.69213617798555
3433.4,0.303,2.545,89.772,1.885,6.848,8.672,97.65934749281973
3433.5,0.306,2.541,86.844,1.901,6.882,8.625,97.44984665179696
3433.6,0.31,2.544,83.635,1.901,6.858,8.625,97.30555437634864
3433.7,0.314,2.552,82.304,1.876,6.769,8.625,96.9748765808237
3433.8,0.313,2.555,78.473,1.873,6.651,8.625,97.16591371343786
3433.9,0.305,2.549,77.519,1.901,6.553,8.625,97.23356284652672
3434.0,0.293,2.534,74.111,1.821,6.512,8.625,94.37317176281462
3434.1,0.283,2.518,70.241,1.874,6.562,8.625,93.26488084428034
3434.2,0.275,2.507,64.753,1.855,6.728,8.625,91.62277094368947
3434.3,0.276,2.507,63.761,1.737,7.006,8.656,92.04343406157749
3434.4,0.274,2.518,63.914,1.573,7.344,8.656,90.53865803280041
3434.5,0.278,2.535,64.386,1.466,7.623,8.625,89.70486747237285
3434.6,0.281,2.55,65.438,1.442,7.742,8.625,90.11732128528952
3434.7,0.287,2.558,63.306,1.479,7.689,8.625,90.2850224842547
3434.8,0.293,2.559,61.591,1.441,7.538,8.625,89.79114824816224
3434.9,0.297,2.556,59.356,1.395,7.403,8.625,89.95680870060403
3435.0,0.296,2.554,60.551,1.459,7.329,8.625,89.38705491852602
3435.1,0.291,2.55,61.873,1.486,7.312,8.625,89.44442839778574
3435.2,0.285,2.546,62.285,1.415,7.321,8.625,90.2623996068716
3435.3,0.281,2.54,61.338,1.371,7.299,8.625,88.60965897094385
3435.4,0.283,2.533,62.505,1.425,7.204,8.625,90.19802102778299
3435.5,0.289,2.529,63.13,1.57,7.056,8.625,90.35652800053461
3435.6,0.297,2.529,62.336,1.589,6.912,8.625,90.82666447046158
3435.7,0.303,2.534,60.984,1.59,6.801,8.625,90.3972679198821
3435.8,0.302,2.543,63.357,1.622,6.715,8.625,91.14640280034907
3435.9,0.298,2.553,62.879,1.619,6.656,8.625,91.35894048090415
3436.0,0.294,2.555,63.026,1.665,6.671,8.625,90.74570519224187
3436.1,0.295,2.548,62.375,1.636,6.77,8.625,90.45521413032043
3436.2,0.298,2.537,59.907,1.624,6.904,8.625,90.15551944506718
3436.3,0.302,2.528,62.695,1.634,6.994,8.625,91.03818991263074
3436.4,0.305,2.525,63.711,1.624,7.024,8.656,91.8595158415293
3436.5,0.315,2.524,62.6,1.618,7.034,8.625,90.78432953984762
3436.6,0.322,2.521,64.195,1.629,7.068,8.625,90.65565808580392
3436.7,0.327,2.516,65.55,1.6,7.125,8.625,91.31466710849949
3436.8,0.33,2.511,66.392,1.579,7.161,8.625,91.86258873254168
3436.9,0.334,2.51,66.578,1.578,7.148,8.625,91.74799308664171
3437.0,0.337,2.512,68.279,1.585,7.094,8.625,92.46129278540005
3437.1,0.337,2.514,67.801,1.552,7.024,8.625,91.97872595254148
3437.2,0.331,2.512,69.392,1.549,6.956,8.625,92.46404082321358
3437.3,0.319,2.504,66.884,1.545,6.885,8.625,91.44476341063329
3437.4,0.31,2.491,65.882,1.505,6.821,8.625,91.8460260454588
3437.5,0.307,2.479,65.407,1.487,6.774,8.625,91.57184135695972
3437.6,0.309,2.472,64.082,1.46,6.737,8.625,91.57573478733579
3437.7,0.313,2.469,62.269,1.467,6.692,8.625,90.89302117216961
3437.8,0.313,2.47,58.794,1.496,6.63,8.625,89.49780690219137
3437.9,0.304,2.473,56.297,1.511,6.58,8.656,90.75420835918949
3438.0,0.293,2.478,55.576,1.606,6.589,8.672,90.68598499454959
3438.1,0.283,2.485,55.439,1.618,6.664,8.672,89.75824648539881
3438.2,0.278,2.492,53.175,1.61,6.761,8.672,88.3241434349916
3438.3,0.273,2.498,53.178,1.615,6.806,8.625,87.35596026991766
3438.4,0.269,2.502,54.709,1.632,6.761,8.625,87.33035283358296
3438.5,0.264,2.507,54.81,1.72,6.681,8.625,87.21511613423601
3438.6,0.257,2.517,54.312,1.787,6.637,8.625,86.46612831282741
3438.7,0.248,2.528,52.745,1.894,6.673,8.625,86.70158947749437
3438.8,0.238,2.538,52.36,1.942,6.754,8.625,87.53476646751386
3438.9,0.232,2.542,50.084,1.996,6.806,8.625,84.95569931093401
3439.0,0.228,2.542,49.818,2.006,6.797,8.672,85.04036924266246
3439.1,0.23,2.54,50.15,2.063,6.748,8.672,85.0141026773552
3439.2,0.234,2.542,48.176,2.198,6.72,8.672,84.71831036411167
3439.3,0.238,2.548,49.206,2.233,6.741,8.672,86.07361847490978
3439.4,0.242,2.558,49.617,2.265,6.762,8.641,86.33776430667145
3439.5,0.241,2.566,47.916,2.159,6.698,8.625,85.54669117933639
3439.6,0.234,2.565,46.524,2.058,6.544,8.672,83.85063539132446
3439.7,0.228,2.552,47.128,2.07,6.369,8.672,83.13901417308651
3439.8,0.22,2.532,49.934,2.053,6.251,8.672,83.95891148130458
3439.9,0.213,2.517,50.413,2.054,6.206,8.672,80.65686184268937
3440.0,0.207,2.51,46.287,2.138,6.215,8.672,79.01882107225704
3440.1,0.202,2.511,44.282,2.143,6.24,8.672,79.35876870501585
3440.2,0.199,2.514,44.097,2.206,6.269,8.672,78.95770367418683
3440.3,0.199,2.519,42.299,2.248,6.291,8.672,78.55041531956726
3440.4,0.198,2.523,42.782,2.293,6.291,8.672,78.9801653227324
3440.5,0.194,2.525,43.465,2.278,6.254,8.672,78.75524431071076
3440.6,0.187,2.523,42.014,2.312,6.183,8.672,78.12013645485574
3440.7,0.184,2.517,42.241,2.316,6.104,8.656,77.84175473592143
3440.8,0.179,2.508,40.578,2.316,6.065,8.649,77.60624539450549
3440.9,0.18,2.501,40.371,2.322,6.073,8.672,79.10009612563319
3441.0,0.183,2.494,39.817,2.305,6.102,8.672,79.2656195720675
3441.1,0.186,2.489,39.116,2.3,6.132,8.672,78.53539485676015
3441.2,0.189,2.483,36.891,2.239,6.158,8.672,79.47345458584489
3441.3,0.193,2.476,35.849,2.211,6.194,8.672,79.86745299269857
3441.4,0.198,2.47,35.765,2.233,6.231,8.672,79.3674475803495
3441.5,0.202,2.468,35.972,2.238,6.244,8.672,80.26625787581368
3441.6,0.208,2.469,34.655,2.243,6.22,8.625,79.10209075182397
3441.7,0.211,2.471,35.97,2.241,6.157,8.625,78.6961540162726
3441.8,0.212,2.468,36.723,2.248,6.056,8.625,79.23023908992106
3441.9,0.214,2.46,38.495,2.218,5.917,8.625,81.55586802640498
3442.0,0.217,2.449,36.682,2.258,5.754,8.578,83.46670140199812
3442.1,0.219,2.437,35.719,2.271,5.636,8.547,83.74979413440789
3442.2,0.218,2.426,35.339,2.235,5.634,8.578,82.46469538519747
3442.3,0.216,2.42,35.151,2.245,5.754,8.625,78.20674066485404
3442.4,0.223,2.422,34.192,2.254,5.932,8.672,77.46758111472602
3442.5,0.234,2.429,34.557,2.263,6.098,8.625,81.96204983440659
3442.6,0.242,2.437,34.444,2.269,6.235,8.625,80.95023238481079
3442.7,0.251,2.444,35.691,2.279,6.382,8.625,83.35023234293827
3442.8,0.262,2.45,35.967,2.253,6.552,8.602,85.0210718697084
3442.9,0.265,2.462,33.638,2.493,6.727,8.609,81.16047464887421
3443.0,0.269,2.477,33.939,2.597,6.869,8.578,85.62660197008452
3443.1,0.265,2.49,33.29,2.542,6.954,8.625,82.38798297717324
3443.2,0.262,2.494,32.951,2.489,6.994,8.641,82.15873412958665
3443.3,0.267,2.489,33.073,2.421,6.995,8.648,82.08030744568232
3443.4,0.275,2.483,34.583,2.578,7.003,8.594,83.00775044218169
3443.5,0.278,2.48,35.377,2.842,7.034,8.578,87.00427472130292
3443.6,0.276,2.482,34.92,3.009,7.076,8.625,83.83127281702316
3443.7,0.274,2.485,34.2,2.99,7.099,8.625,82.03252065296682
3443.8,0.272,2.486,35.331,3.055,7.06,8.625,84.3397190071495
3443.9,0.269,2.481,34.535,3.059,6.951,8.625,82.81002372865365
3444.0,0.263,2.47,34.276,3.113,6.778,8.672,80.08693520101689
3444.1,0.259,2.455,35.132,3.037,6.597,8.672,81.26754233552167
3444.2,0.258,2.439,34.164,3.308,6.48,8.672,79.4948003680517
3444.3,0.263,2.427,32.583,3.714,6.468,8.648,79.08872224870797
3444.4,0.271,2.421,33.397,3.877,6.54,8.594,81.0885051129768
3444.5,0.275,2.424,33.156,4.127,6.633,8.578,86.0503866201499
3444.6,0.277,2.437,33.315,4.361,6.691,8.578,85.1436715683887
3444.7,0.276,2.456,32.649,4.607,6.697,8.578,84.52411584434329
3444.8,0.276,2.474,32.821,4.673,6.686,8.578,84.49486057619856
3444.9,0.275,2.484,32.642,4.655,6.732,8.609,81.77796947205043
3445.0,0.276,2.484,31.421,4.534,6.901,8.625,82.35363245018094
3445.1,0.275,2.479,31.106,4.586,7.21,8.625,81.62982951611379
3445.2,0.272,2.479,31.686,4.144,7.603,8.625,82.52289065816946
3445.3,0.271,2.487,31.601,4.154,7.941,8.625,82.72494213929762
3445.4,0.275,2.502,29.974,4.01,8.093,8.594,80.82329561336232
3445.5,0.274,2.519,27.838,3.993,8.0,8.625,79.85211593835255
3445.6,0.273,2.529,28.15,4.167,7.73,8.625,80.22137524319842
3445.7,0.271,2.529,29.401,4.254,7.44,8.609,81.6542812530033
3445.8,0.264,2.52,28.919,4.095,7.248,8.578,84.85369046327709
3445.9,0.257,2.511,28.064,4.084,7.149,8.578,80.52244123559782
3446.0,0.254,2.506,28.527,4.147,7.049,8.578,80.24977989290299
3446.1,0.252,2.501,28.987,4.15,6.9,8.578,84.08646908234103
3446.2,0.25,2.494,29.986,3.539,6.756,8.594,80.20201658832497
3446.3,0.249,2.49,29.116,2.642,6.707,8.625,81.28081594606189
3446.4,0.248,2.497,28.645,3.06,6.762,8.625,80.84205798538892
3446.5,0.245,2.515,28.156,4.135,6.827,8.625,78.95643375949332
3446.6,0.237,2.532,27.575,3.774,6.827,8.625,80.71431216437612
3446.7,0.229,2.534,27.92,2.325,6.774,8.672,78.41825224666519
3446.8,0.222,2.519,27.383,2.111,6.721,8.641,79.15349659906349
3446.9,0.211,2.501,27.633,2.262,6.689,8.625,77.11078410925734
3447.0,0.202,2.492,26.901,3.253,6.673,8.625,76.77264629059762
3447.1,0.192,2.497,28.724,3.939,6.66,8.672,76.06451393603511
3447.2,0.187,2.508,27.604,4.099,6.633,8.672,75.75939307655165
3447.3,0.185,2.516,25.974,4.233,6.577,8.641,75.74891034486683
3447.4,0.181,2.518,27.043,4.069,6.49,8.625,75.30660340213082
3447.5,0.181,2.514,27.511,4.443,6.405,8.625,75.09168959030012
3447.6,0.182,2.508,26.62,5.289,6.367,8.625,75.48964718574105
3447.7,0.185,2.504,27.667,5.54,6.397,8.625,75.97838525296055
3447.8,0.187,2.502,29.771,6.243,6.445,8.625,76.53466573297104
3447.9,0.192,2.501,28.554,10.087,6.445,8.578,78.76541054494122
3448.0,0.194,2.498,28.4,3.567,6.401,8.578,77.61398013225964
3448.1,0.195,2.494,27.006,3.928,6.381,8.625,76.84752164297564
3448.2,0.196,2.493,26.992,4.142,6.431,8.641,76.94626712352529
3448.3,0.197,2.497,28.047,4.208,6.511,8.672,76.11583343462692
3448.4,0.196,2.506,28.424,4.341,6.53,8.672,75.91553054759515
3448.5,0.192,2.513,28.36,4.247,6.445,8.672,76.2308247013797
3448.6,0.187,2.514,28.839,4.189,6.292,8.641,75.6211620841316
3448.7,0.187,2.506,28.622,4.098,6.158,8.648,76.87635598542221
3448.8,0.19,2.491,29.297,4.123,6.089,8.594,76.9582381365318
3448.9,0.187,2.479,30.685,4.465,6.084,8.625,78.16047084954494
3449.0,0.187,2.477,31.221,4.666,6.148,8.625,78.48520918332318
3449.1,0.183,2.487,29.131,4.828,6.289,8.625,77.48791135493808
3449.2,0.175,2.503,30.292,4.946,6.512,8.625,75.99227273455881
3449.3,0.164,2.52,30.256,5.021,6.808,8.656,74.94926628059926
3449.4,0.157,2.533,30.77,5.123,7.133,8.672,75.42343169418295
3449.5,0.154,2.541,31.215,5.189,7.44,8.672,74.99318207626997
3449.6,0.158,2.547,29.954,5.247,7.716,8.656,74.92139110118555
3449.7,0.16,2.557,28.56,4.892,7.974,8.649,73.64591641264508
3449.8,0.165,2.578,28.173,4.924,8.215,8.672,73.29676169631492
3449.9,0.164,2.612,29.24,5.061,8.409,8.749,73.81862804333484
3450.0,0.174,2.655,27.862,5.055,8.529,8.625,73.65273356410336
3450.1,0.173,2.699,26.904,4.91,8.574,8.625,74.02120412505192
3450.2,0.173,2.729,23.594,5.07,8.548,8.625,73.7149583633014
3450.3,0.171,2.741,23.086,5.24,8.478,8.625,73.75309098385338
3450.4,0.164,2.74,23.595,5.304,8.411,8.625,73.2551184106132
3450.5,0.162,2.736,24.738,5.19,8.382,8.672,73.07605739955794
3450.6,0.163,2.74,25.34,4.521,8.389,8.641,73.37876815447385
3450.7,0.163,2.75,25.465,3.824,8.384,8.625,73.26580675745244
3450.8,0.163,2.758,24.977,3.794,8.341,8.625,73.00921678540911
3450.9,0.162,2.761,25.81,4.147,8.243,8.641,73.71073535146432
3451.0,0.166,2.752,27.09,5.868,8.097,8.672,74.08791152485561
3451.1,0.171,2.732,28.074,5.434,7.931,8.672,73.24606395078379
3451.2,0.177,2.705,27.585,4.772,7.792,8.672,73.42494489978523
3451.3,0.183,2.682,27.307,4.23,7.748,8.672,74.78625507648319
3451.4,0.189,2.666,27.347,4.142,7.833,8.672,75.51289934073034
3451.5,0.197,2.661,28.882,4.321,8.027,8.672,73.88787492588003
3451.6,0.206,2.663,30.162,4.411,8.293,8.672,75.03305968333797
3451.7,0.216,2.671,29.638,4.674,8.581,8.672,78.03980764770301
3451.8,0.226,2.684,29.867,4.973,8.838,8.672,78.28223417976295
3451.9,0.237,2.706,29.219,4.128,8.993,8.672,79.8161815862207
3452.0,0.247,2.733,28.05,1.658,8.997,8.672,78.97650859984908
3452.1,0.254,2.754,27.933,1.071,8.858,8.672,78.9319237563094
3452.2,0.26,2.758,29.142,3.982,8.667,8.672,79.6191278992821
3452.3,0.265,2.741,31.524,4.999,8.541,8.703,80.12060927408204
3452.4,0.277,2.714,33.106,2.61,8.512,8.672,80.95991320628103
3452.5,0.288,2.687,34.838,0.858,8.511,8.672,82.15888942861946
3452.6,0.297,2.669,37.258,0.629,8.446,8.672,82.5299068670015
3452.7,0.302,2.656,40.516,0.891,8.263,8.672,83.33274218159161
3452.8,0.303,2.645,41.782,1.267,8.008,8.672,84.85784539886643
3452.9,0.305,2.632,44.121,1.448,7.748,8.672,84.79898733084745
3453.0,0.312,2.616,48.889,1.998,7.566,8.625,86.46502442054522
3453.1,0.32,2.601,50.689,2.249,7.512,8.625,87.32909614334946
3453.2,0.331,2.597,51.698,2.549,7.605,8.625,85.89876667457035
3453.3,0.341,2.612,52.53,2.729,7.82,8.625,85.61157190333586
3453.4,0.347,2.646,52.841,2.753,8.09,8.625,85.4042823181467
3453.5,0.35,2.692,50.854,3.162,8.343,8.625,84.21290511910385
3453.6,0.35,2.734,48.386,4.037,8.53,8.625,83.62671841416739
3453.7,0.35,2.762,46.632,4.268,8.694,8.625,83.16005183317216
3453.8,0.349,2.773,44.733,4.575,8.893,8.625,83.19629516069192
3453.9,0.348,2.776,44.562,4.557,9.152,8.625,83.21941739878511
3454.0,0.35,2.783,44.164,4.386,9.487,8.625,83.21881543217948
3454.1,0.357,2.805,41.343,4.21,9.915,8.625,83.31931520925542
3454.2,0.367,2.841,40.558,4.033,10.429,8.625,82.4738520055247
3454.3,0.379,2.887,38.244,4.172,10.886,8.625,82.04194178707425
3454.4,0.39,2.929,35.621,4.382,11.094,8.625,82.28992108757251
3454.5,0.398,2.951,33.743,4.533,10.988,8.656,81.6071865650338
3454.6,0.405,2.944,31.588,4.292,10.713,8.625,81.92717644788102
3454.7,0.41,2.916,35.593,4.246,10.49,8.625,82.2911476181669
3454.8,0.412,2.89,38.371,4.788,10.376,8.625,82.06885847825389
3454.9,0.409,2.881,39.534,5.28,10.291,8.625,82.09045836455603
3455.0,0.403,2.887,39.175,5.041,10.13,8.625,82.20531379502053
3455.1,0.397,2.894,42.276,4.309,9.903,8.625,83.13222982060203
3455.2,0.399,2.892,43.171,3.846,9.73,8.625,83.26109905791711
3455.3,0.408,2.884,42.775,2.677,9.758,8.625,83.80617375796547
3455.4,0.417,2.877,45.273,1.788,10.03,8.625,84.90494558350147
3455.5,0.424,2.873,46.854,1.736,10.42,8.625,85.24196785678859
3455.6,0.431,2.87,44.721,1.988,10.764,8.648,84.80643549028949
3455.7,0.45,2.866,41.73,1.861,10.967,8.641,84.57781205690142
3455.8,0.468,2.86,41.591,1.757,11.024,8.625,84.53832142934176
3455.9,0.479,2.853,42.486,1.895,10.989,8.625,85.00969815704522
3456.0,0.479,2.847,42.941,1.867,10.971,8.641,84.52153646910355
3456.1,0.477,2.841,44.017,1.537,11.008,8.672,84.47369299154654
3456.2,0.473,2.831,42.485,1.252,11.035,8.656,84.43121082685495
3456.3,0.466,2.822,41.824,1.31,10.997,8.672,84.54975938870294
3456.4,0.455,2.817,41.895,1.66,10.924,8.672,84.68821090281469
3456.5,0.449,2.825,41.195,1.685,10.901,8.625,84.48483332315926
3456.6,0.447,2.841,37.557,1.643,10.916,8.625,83.41449032701439
3456.7,0.45,2.853,38.333,1.625,10.894,8.625,83.26260185428143
3456.8,0.458,2.852,38.465,1.537,10.781,8.625,82.88224441802441
3456.9,0.466,2.838,40.502,1.417,10.604,8.625,83.55976659438493
3457.0,0.472,2.819,44.71,1.299,10.433,8.625,84.75499698460274
3457.1,0.469,2.803,44.836,1.363,10.334,8.672,84.71121402207423
3457.2,0.464,2.796,44.213,1.481,10.324,8.625,84.55324255012785
3457.3,0.453,2.793,45.039,1.507,10.341,8.625,84.47102233207241
3457.4,0.437,2.787,43.882,1.607,10.314,8.664,84.9048620169487
3457.5,0.423,2.775,41.434,1.72,10.249,8.703,84.42692179771737
3457.6,0.404,2.759,42.142,1.709,10.136,8.703,84.45803903470195
3457.7,0.385,2.741,42.431,1.706,9.949,8.703,84.45803980961793
3457.8,0.368,2.724,41.91,1.898,9.705,8.672,85.14141808507446
3457.9,0.363,2.706,40.012,1.907,9.497,8.672,83.91411801832828
3458.0,0.369,2.689,39.389,1.869,9.404,8.672,83.50782637444817
3458.1,0.377,2.681,40.376,1.802,9.445,8.672,83.8956286255051
3458.2,0.374,2.693,40.345,1.863,9.571,8.672,83.93325493948065
3458.3,0.358,2.724,40.77,1.88,9.697,8.672,84.29079341731911
3458.4,0.337,2.764,38.047,2.311,9.756,8.672,83.83521345046617
3458.5,0.322,2.797,35.381,2.512,9.733,8.625,83.30370846237146
3458.6,0.311,2.815,32.605,2.966,9.669,8.625,81.57582380145114
3458.7,0.304,2.817,31.253,3.199,9.619,8.625,81.62407149403856
3458.8,0.301,2.81,29.351,3.767,9.615,8.625,81.0579208263277
3458.9,0.301,2.802,27.423,4.243,9.635,8.625,79.88366734323904
3459.0,0.305,2.788,26.907,4.428,9.641,8.625,79.8941417062468
3459.1,0.308,2.768,27.497,4.266,9.641,8.672,79.97530572752684
3459.2,0.311,2.75,27.523,4.11,9.651,8.703,79.83276208352669
3459.3,0.313,2.744,27.993,3.648,9.678,8.692,79.82626881775919
3459.4,0.313,2.748,27.112,3.378,9.712,8.641,79.96758068209319
3459.5,0.311,2.751,25.774,3.549,9.759,8.625,79.76791155242712
3459.6,0.313,2.744,27.006,4.028,9.815,8.625,79.92425435773475
3459.7,0.314,2.726,27.626,3.714,9.864,8.625,79.87138587365631
3459.8,0.32,2.708,28.091,3.577,9.876,8.672,79.97251766879495
3459.9,0.325,2.695,29.608,3.209,9.869,8.672,81.08302384729502
3460.0,0.33,2.69,29.232,3.133,9.868,8.672,81.7331654267353
3460.1,0.333,2.692,29.03,2.704,9.912,8.672,82.71159563657076
3460.2,0.332,2.702,27.543,2.5,10.016,8.703,80.52172442494295
3460.3,0.329,2.723,25.137,2.058,10.154,8.703,80.84332273906682
3460.4,0.325,2.751,23.869,1.928,10.27,8.682,81.34079769688557
3460.5,0.317,2.778,23.68,1.984,10.289,8.672,81.3453390377769
3460.6,0.308,2.795,25.345,2.016,10.209,8.703,80.72645209923073
3460.7,0.302,2.794,25.399,2.062,10.057,8.703,80.72513763286851
3460.8,0.299,2.777,25.838,2.336,9.865,8.703,80.58187300723931
3460.9,0.298,2.753,25.068,2.336,9.665,8.703,80.7058642498879
3461.0,0.302,2.729,24.912,2.244,9.47,8.703,80.88603817957232
3461.1,0.309,2.71,27.313,2.581,9.298,8.703,80.35994303626886
3461.2,0.317,2.696,28.275,2.788,9.178,8.703,79.80669033668596
3461.3,0.32,2.683,30.912,2.658,9.107,8.703,81.52562241523184
3461.4,0.32,2.667,32.502,2.291,9.046,8.703,83.11786948566416
3461.5,0.32,2.645,31.649,2.143,8.893,8.703,83.71094084405398
3461.6,0.32,2.619,31.114,2.14,8.606,8.703,82.97648044102452
3461.7,0.316,2.595,32.591,2.167,8.231,8.703,83.38982726753603
3461.8,0.306,2.577,34.727,2.205,7.879,8.703,85.26048112963262
3461.9,0.293,2.565,36.02,2.302,7.615,8.703,85.658529978068
3462.0,0.285,2.558,36.145,2.224,7.403,8.703,85.30560147633818
3462.1,0.287,2.555,37.502,2.092,7.197,8.672,85.06322033232031
3462.2,0.29,2.555,39.811,2.037,6.996,8.703,85.7952421838393
3462.3,0.288,2.555,41.378,1.97,6.82,8.672,86.22568735210393
3462.4,0.279,2.556,44.13,1.848,6.672,8.672,85.17197748334918
3462.5,0.266,2.553,45.716,1.752,6.549,8.672,83.10608362003099
3462.6,0.256,2.545,45.707,1.705,6.453,8.672,84.41470919433284
3462.7,0.252,2.532,46.877,1.749,6.406,8.672,84.84696192906635
3462.8,0.25,2.519,48.022,1.742,6.409,8.672,85.4925020838574
3462.9,0.246,2.512,48.947,1.654,6.451,8.672,85.59747946859255
3463.0,0.239,2.508,50.659,1.634,6.506,8.672,87.04107104932959
3463.1,0.233,2.503,50.135,1.569,6.541,8.672,85.1337096398876
3463.2,0.229,2.496,47.745,1.579,6.531,8.672,84.48024177011274
3463.3,0.229,2.49,47.238,1.561,6.497,8.672,83.83595341787075
3463.4,0.23,2.488,47.628,1.585,6.491,8.672,84.38164766363863
3463.5,0.233,2.489,47.448,1.634,6.564,8.672,84.56618457229376
3463.6,0.237,2.491,47.381,1.69,6.679,8.672,85.9696898322904
3463.7,0.241,2.495,45.115,1.736,6.765,8.672,84.96692146314896
3463.8,0.244,2.501,45.792,1.753,6.785,8.672,85.51841524225235
3463.9,0.244,2.508,45.989,1.617,6.767,8.672,85.5078441188123
3464.0,0.244,2.515,46.188,1.697,6.75,8.672,85.66250939604743
3464.1,0.246,2.526,47.24,1.84,6.769,8.625,85.22575221373594
3464.2,0.244,2.542,48.043,1.969,6.787,8.625,86.23363627830362
3464.3,0.247,2.561,50.285,2.033,6.78,8.656,85.69632305203186
3464.4,0.248,2.575,50.711,2.134,6.755,8.625,86.07104166478884
3464.5,0.249,2.579,51.963,2.195,6.74,8.625,86.56165233106026
3464.6,0.249,2.575,55.923,2.312,6.77,8.672,87.14080747858473
3464.7,0.259,2.568,58.495,2.474,6.878,8.672,86.72901800878589
3464.8,0.269,2.568,58.693,2.574,7.069,8.625,87.52295551171969
3464.9,0.279,2.578,59.763,2.684,7.271,8.656,88.01766951708589
3465.0,0.297,2.595,60.55,3.109,7.352,8.672,87.40061854050276
3465.1,0.319,2.609,64.542,2.803,7.251,8.625,88.00038713669551
3465.2,0.336,2.612,66.053,2.571,7.046,8.625,88.30945696808698
3465.3,0.349,2.603,71.133,2.757,6.923,8.625,89.87832768796527
3465.4,0.355,2.59,71.184,2.828,7.008,8.625,91.0303843939197
3465.5,0.358,2.584,71.303,2.905,7.243,8.625,90.97222235009315
3465.6,0.363,2.592,70.794,2.761,7.469,8.578,89.52780863753273
3465.7,0.368,2.609,67.146,2.185,7.526,8.578,89.03476815620233
3465.8,0.382,2.623,68.27,2.204,7.375,8.625,88.54784280228617
3465.9,0.395,2.623,70.807,3.022,7.13,8.625,89.85375700543773
3466.0,0.401,2.606,70.611,3.751,6.969,8.625,89.09477929085226
3466.1,0.394,2.584,70.474,3.128,6.984,8.625,90.46876355200517
3466.2,0.375,2.567,68.383,3.004,7.16,8.625,90.04184711439275
3466.3,0.357,2.563,61.814,3.082,7.393,8.656,88.13237041184807
3466.4,0.341,2.568,58.158,3.124,7.608,8.625,87.23824325825437
